,SMILES,IC50_nM
3791,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#CCO[Si](C)(C)C(C)(C)C)c4)cs3)cc2)CC1,51000.0
3792,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#CCO[Si](C)(C)C(C)(C)C)c4)cs3)cc2)CC1,45000.0
3793,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](C)(C)C(C)(C)C)c4)cs3)cc2)CC1,1500.0
3794,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](C)(C)C(C)(C)C)c4)cs3)cc2)CC1,360.0
3795,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](c5ccccc5)(c5ccccc5)C(C)(C)C)c4)cs3)cc2)CC1,1700.0
3796,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](c5ccccc5)(c5ccccc5)C(C)(C)C)c4)cs3)cc2)CC1,870.0
3797,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(-c4ccc(C(=O)N5CCN(C)CC5)cc4)o3)n2)c1)(C(C)C)C(C)C,420.0
3798,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(-c4ccc(C(=O)N5CCN(C)CC5)cc4)o3)n2)c1)(C(C)C)C(C)C,44.6
3799,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#C[Si](C)(C)C(C)(C)C)c5)cs4)o3)cc2)CC1,428.0
3800,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#C[Si](C)(C)C(C)(C)C)c5)cs4)o3)cc2)CC1,33.1
3801,CC(C)[Si](OCC#Cc1cccc(-c2csc(NC(=O)c3ccc(-c4ccc(C(=O)N5CCN(C)CC5)cc4)o3)n2)c1)(C(C)C)C(C)C,2127.0
3802,CC(C)[Si](OCC#Cc1cccc(-c2csc(NC(=O)c3ccc(-c4ccc(C(=O)N5CCN(C)CC5)cc4)o3)n2)c1)(C(C)C)C(C)C,55.6
3803,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6ccccc6C(F)(F)F)c5)cs4)o3)cc2)CC1,385.0
3804,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6ccccc6C(F)(F)F)c5)cs4)o3)cc2)CC1,46.7
3805,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#CCOC(c5ccccc5)(c5ccccc5)c5ccccc5)c4)cs3)cc2)CC1,2100.0
3806,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#CCOC(c5ccccc5)(c5ccccc5)c5ccccc5)c4)cs3)cc2)CC1,830.0
3807,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccccc5F)c4)cs3)cc2)CC1,5000.0
3808,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccccc5F)c4)cs3)cc2)CC1,8900.0
3809,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccc(F)cc5)c4)cs3)cc2)CC1,15000.0
3810,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccc(F)cc5)c4)cs3)cc2)CC1,11000.0
3811,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4)cs3)cc2)CC1,4100.0
3812,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4)cs3)cc2)CC1,2900.0
3813,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5)cs4)o3)cc2)CC1,100000.0
3814,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5)cs4)o3)cc2)CC1,100000.0
3815,CC(C)[Si](C#Cc1ccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)cc1)(C(C)C)C(C)C,1900.0
3816,CC(C)[Si](C#Cc1ccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)cc1)(C(C)C)C(C)C,5800.0
3817,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4ccc(C#Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)cc4)cs3)cc2)CC1,1900.0
3818,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4ccc(C#Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)cc4)cs3)cc2)CC1,1100.0
3819,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4ccc(C#C[Si](C)(C)C(C)(C)C)cc4)cs3)cc2)CC1,4600.0
3820,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4ccc(C#C[Si](C)(C)C(C)(C)C)cc4)cs3)cc2)CC1,2100.0
3821,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1)(C(C)C)C(C)C,7000.0
3822,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1)(C(C)C)C(C)C,2300.0
3823,O=C(Nc1nc(-c2cccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)cs1)c1ccc(CN2CCOCC2)cc1,100000.0
3824,O=C(Nc1nc(-c2cccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)cs1)c1ccc(CN2CCOCC2)cc1,27000.0
3825,CC(C)(C)[Si](C)(C)C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1,9400.0
3826,CC(C)(C)[Si](C)(C)C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1,4400.0
3827,CC(C)(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1)(c1ccccc1)c1ccccc1,7000.0
3828,CC(C)(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCOCC4)cc3)n2)c1)(c1ccccc1)c1ccccc1,2700.0
3829,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccccc5OC(F)(F)F)c4)cs3)cc2)CC1,53000.0
3830,CN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#Cc5ccccc5OC(F)(F)F)c4)cs3)cc2)CC1,3700.0
3831,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6ccccc6OC(F)(F)F)c5)cs4)o3)cc2)CC1,100000.0
3832,CN1CCN(C(=O)c2ccc(-c3ccc(C(=O)Nc4nc(-c5cccc(C#Cc6ccccc6OC(F)(F)F)c5)cs4)o3)cc2)CC1,1300.0
3833,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CNCCN(C)C)cc3)n2)c1)(C(C)C)C(C)C,100000.0
3834,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CNCCN(C)C)cc3)n2)c1)(C(C)C)C(C)C,65000.0
3835,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(Cn4cnnn4)cc3)n2)c1)(C(C)C)C(C)C,50000.0
3836,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(Cn4cnnn4)cc3)n2)c1)(C(C)C)C(C)C,30000.0
3837,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(Cn4ccnc4)cc3)n2)c1)(C(C)C)C(C)C,52000.0
3838,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(Cn4ccnc4)cc3)n2)c1)(C(C)C)C(C)C,39000.0
3839,CC(C)OC(=O)CNCc1ccc(C(=O)Nc2nc(-c3cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c3)cs2)cc1,46000.0
3840,CC(C)OC(=O)CNCc1ccc(C(=O)Nc2nc(-c3cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c3)cs2)cc1,100000.0
3841,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)c1)(C(C)C)C(C)C,200.0
3842,CC(C)[Si](C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)c1)(C(C)C)C(C)C,910.0
3843,C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)c1,26000.0
3844,C#Cc1cccc(-c2csc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)n2)c1,99000.0
3845,C#CCN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c4)cs3)cc2)CC1,2800.0
3846,C#CCN1CCN(Cc2ccc(C(=O)Nc3nc(-c4cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c4)cs3)cc2)CC1,3600.0
3847,COc1cc(N2CCNCC2)ccc1-c1cnc(N)cc1-c1ccnn1-c1ccc(F)c(Cl)c1,536.0
3848,COc1cc(N2CCNCC2)ccc1-c1cnc(N)cc1-c1ccnn1-c1ccc(F)cc1,136.0
3849,COc1cc(N2CCN(C)CC2)ccc1-c1cnc(N)cc1C#Cc1ccnn1Cc1ccc(Cl)c(F)c1,1000.0
3850,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1COc1cccc(F)c1,1000.0
3851,COc1nc(N2CCN(C(C)C)CC2)ncc1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,396.0
3852,COc1cc(-c2cnc(N)c(OC(C)c3c(Cl)ccc(F)c3Cl)c2)cnc1N1CCN(C)CC1,89.4
3853,COc1cc(N2CCN(C)CC2)ncc1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,80.2
3854,COc1cc(N2CCN(C)C[C@@H]2C)ncc1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,38.1
3855,COc1cc(N2CCN(C)C[C@H]2C)ncc1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,75.7
3856,COc1cc(N2CCN(C)C[C@@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,22.4
3857,COc1cc(N2CCN(C)C[C@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,55.1
3858,COc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cnc1N1CCN(C)C[C@@H]1C,42.0
3859,COc1cc(N2CCNC[C@@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,1.96
3860,COc1cc(N2CCN(C3CCN(C)CC3)C[C@@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,9.1
3861,COc1cc(C2=CCNCC2)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(I)c2Cl)c1,19.2
3862,COc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cnc1C1=CCNCC1,9.8
3863,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ncc1-c1cnc(N)c(OC(C)c2cc(F)ccc2C(C)(F)F)c1,20.8
3864,COc1ccc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)nc1N1CCNCC1,27.8
3865,COc1ccc(N2CCNCC2)nc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,19.0
3866,COc1cc(N2CCNC(=O)C2)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,250.0
3867,COc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)nc(N2CCNCC2)c1,160.0
3868,COc1cc(N2CCNCC2)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,8.0
3869,COc1cnc(N2CCNCC2)cc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,20.0
3870,COc1cnc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cc1N1CCNCC1,130.0
3871,COc1cc(N2CCNCC2)ccc1-c1cnc(N)c(OC(C)c2cc(F)ccc2C(F)F)c1,227.0
3872,COc1cc(N2CCNCC2)c(Cl)cc1-c1cnc(N)c(OC(C)c2cc(F)ccc2C(F)F)c1,664.0
3873,COc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cnc1C1CCNCC1,29.4
3874,COc1ccc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)nc1C1=CCNCC1,64.4
3875,COc1ccc(N2CCNC[C@@H]2C)nc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,60.5
3876,COc1c(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cncc1N1CCNCC1,105.0
3877,COc1cc(N2CCNCC2)ccc1-c1cnc(N)c(OC(C)c2cc(F)ccc2C(C)(F)F)c1,44.8
3878,COc1cc(N2CCOCC2)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,175.0
3879,COc1ccc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)nc1N1CCNC[C@@H]1C,259.0
3880,COc1cc(N2CCNCC2)c(Cl)cc1-c1cnc(N)c(OC(C)c2cc(F)ccc2C(C)(F)F)c1,106.0
3881,CCOc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cnc1C1=CCNCC1,78.0
3882,COc1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cnc1C1=CCNCC1C,46.8
3883,C[C@@H](Oc1cc(-c2cnc(C3=CCNCC3)c(OCCO)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,6.9
3884,CCOc1cc(N2CCNC[C@@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,13.9
3885,C[C@@H](Oc1cc(-c2cnc(N3CCOCC3)c(OCCN3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,90.0
3886,C[C@@H](Oc1cc(-c2cnc(C3=CCNCC3)c(OCCN3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,13.1
3887,C[C@@H](Oc1cc(-c2cnc(N3CCNC[C@@H]3C)cc2OCCN2CCOCC2)cnc1N)c1c(Cl)ccc(F)c1Cl,92.9
3888,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)C(N)=O)n1,28.0
3889,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)ccc1N1CCN(C)CC1,12.0
3890,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)c1,17.0
3891,CN(C)C(=O)C(=O)c1ccccc1Nc1cc(Cl)ccc1Cl,9.33
3892,C=CC(=O)N1CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)C(=O)N(C)C)n3)cc21,15.0
3893,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)ccc1OCCN(C)C,8.62
3894,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)ccc1N1CCC(N(C)C)CC1,11.0
3895,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,55.0
3896,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)cc2)CC1,207.0
3897,COCCNc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,411.0
3898,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCCCC3)c2)CC1,1771.0
3899,COc1ccc(C2(CN)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2800.0
3900,COc1ccc(C2(CN)CCCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,430.0
3901,COc1ccc(CC2(N)CC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,12.0
3902,COc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0.44
3903,COc1ccc(C2(CN3CCCCC3)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,150.0
3904,COc1ccc(C2(CN3CCOCC3)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,160.0
3905,COc1ccc(NC(C)=O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3906,COc1ccc(CCNS(C)(=O)=O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3907,COc1ccc(CCN(C)C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.7
3908,CNCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,4.0
3909,COc1ccc(CCNCc2ccccc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.0
3910,COc1ccc(CCNC(=O)Cc2ccccc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,20.0
3911,CCNCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,0.84
3912,CCN(CC)CCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,1.9
3913,COc1ccc(CCNC(C)C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.6
3914,CCNC(=O)NCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,10.0
3915,COc1ccc(CCNC(=O)NC2CCCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,40.0
3916,COc1ccc(CCNC(=O)Nc2ccccc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,300.0
3917,CNC(=S)NCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,30.0
3918,COc1ccc(CCNC(=S)NCc2ccccc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3919,COc1ccc(CCN2CCCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.0
3920,COc1ccc(CCN2CCOCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3921,CCNC(=S)NCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,10.0
3922,COC(=O)CCNCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,0.88
3923,COc1ccc(CCNc2ncccn2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,40.0
3924,COC(=O)CNCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,3.5
3925,COc1ccc(CCNCC(=O)O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.8
3926,COc1ccc(CNC(=O)C(F)(F)F)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,97.0
3927,COc1ccc(CN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.0
3928,COc1ccc(CCNC(=O)C(F)(F)F)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,50.0
3929,CC(C)Oc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3930,COc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2ccc(F)cc2S(=O)(=O)C(C)C)n1,30.0
3931,COc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2cc(F)ccc2S(=O)(=O)C(C)C)n1,420.0
3932,COc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2c(F)cccc2S(=O)(=O)C(C)C)n1,170.0
3933,COc1ccc(C(C)(C)CN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,30.0
3934,COc1ccc(C(C)(C)CN)cc1Nc1ncc(Cl)c(Nc2ccc(F)cc2S(=O)(=O)C(C)C)n1,210.0
3935,COc1ccc(C(C)(C)CN)cc1Nc1ncc(Cl)c(Nc2cc(F)ccc2S(=O)(=O)C(C)C)n1,740.0
3936,COc1ccc(C(C)(C)CN)cc1Nc1ncc(Cl)c(Nc2c(F)cccc2S(=O)(=O)C(C)C)n1,2100.0
3937,COc1ccc(CCN(CCO)CCO)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,40.0
3938,COc1ccc(CCCNC(=O)C(F)(F)F)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,200.0
3939,COc1ccc(CCCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.1
3940,COc1ccc(CC(N)=O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10.0
3941,CCOCCOC(=O)Cc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,190.0
3942,COc1ccc(CC(=O)O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,9.5
3943,COc1ccc(CC(=O)N2CCOCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,26.0
3944,COc1ccc(CC(=O)N2CCCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,190.0
3945,COc1ccc(CC(=O)NCCO)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,12.0
3946,COc1ccc(CC(=O)N2CCNCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.2
3947,COc1ccc(CC(=O)Nc2ccncc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,34.0
3948,COc1ccc(CC(=O)Nc2ccccc2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,270.0
3949,COc1cc(Br)c(CCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.4
3950,COc1cc(C2=NC(C)N=C2)c(CCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.8
3951,COc1cc(CC#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,21.0
3952,COc1cc(C(C)(C)C#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,200.0
3953,COc1cc(CCN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.7
3954,COc1cc(C(C)(C)CN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.9
3955,COc1cc(C(C)(C)N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.5
3956,COc1cc(CCN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.4
3957,COc1cc(C(C)(C)CNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,7.8
3958,CNCC(C)(C)c1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.5
3959,COc1cc(C(C)(C)NC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.1
3960,COc1cc(CCNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.0
3961,CNCCc1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.5
3962,CNC(C)(C)c1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.2
3963,COc1cc(C(C)(C)CN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.2
3964,COc1cc(C(C)(C)N(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.8
3965,COc1cc(CN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.93
3966,COc1cc(C[N+](C)(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.0
3967,COc1cc(CN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.37
3968,COc1cc(CNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.72
3969,CNCc1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.74
3970,COc1ccc(CCN2CCNCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.0
3971,COc1ccc(C2(CN)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3880.0
3972,COc1ccc(C2(CN)CCCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1190.0
3973,COc1ccc(CC2(N)CC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,21.0
3974,COc1ccc(CCN)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0.85
3975,COc1ccc(C2(CN3CCCCC3)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,100.0
3976,COc1ccc(C2(CN3CCOCC3)CCCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,10000.0
3977,COc1ccc(NC(C)=O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,50.0
3978,COc1ccc(CCNS(C)(=O)=O)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,100.0
